target_col,feature_label,split_type,split_id,model_name,task_type,n,p,n_train,n_test,selected_hyperparameters,hyperparameter_tuning_enabled,hyperparameter_tuning_metric,eval_group,frontier_idx,segment_min,segment_max,segments_included,data_size_n,test_segment,test_spearman,test_pearson,test_r2,test_mae,test_rmse,train_spearman,train_pearson,train_r2,train_mae,train_rmse
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,517,1319,414,103,"{""learning_rate"": 0.05001366660756854, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.6042,0.5774,0.3048,5.5684,7.9936,0.9358,0.9721,0.939,1.4301,2.1889
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,xgboost,regression,557,1281,445,112,"{""learning_rate"": 0.04050255366743809, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,557,,0.3956,0.3728,0.1095,3.2593,4.8006,0.8375,0.8796,0.747,1.7645,2.3324
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,xgboost,regression,557,1281,445,112,"{""learning_rate"": 0.04050255366743809, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,557,,0.4538,0.3708,0.0233,3.6775,4.7376,0.7849,0.849,0.6869,1.8965,2.6388
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,xgboost,regression,557,1281,446,111,"{""learning_rate"": 0.04050255366743809, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,557,,0.3678,0.348,0.0287,3.0618,3.8189,0.8109,0.8612,0.7174,1.881,2.6168
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,xgboost,regression,557,1281,446,111,"{""learning_rate"": 0.04050255366743809, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,557,,0.3499,0.3287,0.095,3.5182,4.992,0.8215,0.8517,0.6954,1.835,2.531
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,xgboost,regression,557,1281,446,111,"{""learning_rate"": 0.04050255366743809, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,557,,0.282,0.2899,-0.1612,3.5206,4.8314,0.8277,0.8782,0.7419,1.8035,2.4341
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,510,1319,408,102,"{""learning_rate"": 0.08599303799060043, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,510,,0.379,0.379,0.0522,3.5772,4.8834,0.866,0.9061,0.8208,1.0754,1.8933
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,510,1319,408,102,"{""learning_rate"": 0.08599303799060043, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,510,,0.2862,0.2822,-0.0996,3.7198,4.9952,0.8698,0.9065,0.8214,1.0783,1.919
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,510,1319,408,102,"{""learning_rate"": 0.08599303799060043, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,510,,0.3349,0.351,-0.0979,3.7034,4.6803,0.8653,0.9032,0.8155,1.106,1.9822
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,510,1319,408,102,"{""learning_rate"": 0.08599303799060043, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,510,,0.2609,0.2468,-0.4534,3.4436,4.4224,0.8712,0.9096,0.827,1.1454,1.989
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,510,1319,408,102,"{""learning_rate"": 0.08599303799060043, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,510,,0.2295,0.2545,-0.139,3.9448,5.1699,0.8924,0.915,0.8369,1.0601,1.822
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,517,3879,413,104,"{""learning_rate"": 0.01990467408204005, ""max_depth"": 5, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4686,0.5901,0.3091,4.9204,6.6509,0.9683,0.9801,0.9576,1.1902,1.8967
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,517,3879,413,104,"{""learning_rate"": 0.01990467408204005, ""max_depth"": 5, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5082,0.4617,0.1492,5.881,8.5105,0.9706,0.9757,0.9502,1.1254,2.0005
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,517,3879,414,103,"{""learning_rate"": 0.01990467408204005, ""max_depth"": 5, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5327,0.5436,0.259,5.7243,7.8141,0.9728,0.9811,0.9608,0.9581,1.7806
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,517,3879,414,103,"{""learning_rate"": 0.01990467408204005, ""max_depth"": 5, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4162,0.3771,0.0145,5.9412,8.8424,0.9677,0.982,0.9619,1.0947,1.7652
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,517,3879,414,103,"{""learning_rate"": 0.01990467408204005, ""max_depth"": 5, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.6113,0.6053,0.3539,5.2898,7.7061,0.9574,0.977,0.9513,1.1816,1.9557
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,0,mlp_pytorch,regression,517,3879,413,104,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0011943038576446882, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.5049,0.5957,0.3418,4.6043,6.4915,0.7428,0.8105,0.6432,3.8545,5.5038
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,1,mlp_pytorch,regression,517,3879,413,104,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0011943038576446882, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.4196,0.3185,0.0413,6.9317,9.0342,0.5677,0.57,0.319,5.6138,7.3958
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,2,mlp_pytorch,regression,517,3879,414,103,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0011943038576446882, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.4358,0.4565,0.1045,5.9936,8.59,0.7835,0.877,0.7677,2.7734,4.3324
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,3,mlp_pytorch,regression,517,3879,414,103,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0011943038576446882, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.36,0.2672,0.0665,6.9911,8.6062,0.5505,0.5367,0.2404,6.4118,7.8813
acsins_dLmax_ph7.4_avg,vhlcdrh3_esm2_seq_embeddings_svd20_cdrh3_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,517,3879,414,103,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0011943038576446882, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.5046,0.4363,0.1889,6.8101,8.6343,0.5267,0.5288,0.2699,5.958,7.5712
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd50_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,517,3881,413,104,"{""learning_rate"": 0.09908696623769005, ""max_depth"": 4, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4413,0.5844,0.3007,5.0393,6.6912,0.9874,0.9824,0.965,0.7162,1.723
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd50_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,517,3881,413,104,"{""learning_rate"": 0.09908696623769005, ""max_depth"": 4, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5774,0.5632,0.2974,5.5919,7.7338,0.985,0.9773,0.9551,0.7556,1.8985
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd50_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,517,3881,414,103,"{""learning_rate"": 0.09908696623769005, ""max_depth"": 4, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4782,0.4864,0.1614,6.0874,8.3126,0.9853,0.9823,0.965,0.6197,1.682
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd50_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,517,3881,414,103,"{""learning_rate"": 0.09908696623769005, ""max_depth"": 4, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4523,0.3995,0.015,5.8859,8.8402,0.9872,0.9838,0.9679,0.6848,1.6193
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd50_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,517,3881,414,103,"{""learning_rate"": 0.09908696623769005, ""max_depth"": 4, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.6533,0.6438,0.4026,5.1386,7.4101,0.9824,0.9793,0.9589,0.7002,1.7956
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd80_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,517,3881,413,104,"{""learning_rate"": 0.027036160666620016, ""max_depth"": 4, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.3805,0.5566,0.2781,5.1679,6.7984,0.9776,0.981,0.9608,1.0623,1.8236
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd80_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,517,3881,413,104,"{""learning_rate"": 0.027036160666620016, ""max_depth"": 4, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5458,0.5484,0.287,5.5421,7.7909,0.9777,0.9766,0.9531,0.9992,1.9414
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd80_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,517,3881,414,103,"{""learning_rate"": 0.027036160666620016, ""max_depth"": 4, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5293,0.5689,0.2934,5.6989,7.6306,0.9713,0.981,0.9607,0.9753,1.7828
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd80_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,517,3881,414,103,"{""learning_rate"": 0.027036160666620016, ""max_depth"": 4, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5076,0.4918,0.1816,5.6768,8.0579,0.9725,0.9825,0.9639,1.0178,1.7176
acsins_dLmax_ph7.4_avg,vhvlcdrh3_esm2_seq_embeddings_svd80_vhvlcdrh3_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,517,3881,414,103,"{""learning_rate"": 0.027036160666620016, ""max_depth"": 4, ""n_estimators"": 500, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.65,0.6294,0.385,5.1422,7.5187,0.9715,0.9782,0.9554,1.0221,1.8712
